customer_id,region,customer_type,acquisition_channel,tenure_months,orders,discount_pct,returns,revenue
C004789,North,Consumer,Paid Search,40,9,11.7,1,11473.61
C004790,East,Consumer,Social,9,5,12.1,0,7186.04
C004791,South,SMB,Social,4,1,15.2,0,3790.13
C004792,North,SMB,Social,18,10,15.5,1,32605.61
C004793,South,SMB,Partner,19,6,7.9,0,17126.83
C004794,West,SMB,Social,48,17,11.8,2,53237.99
C004795,South,Consumer,Partner,12,3,8.8,0,4110.58
C004796,North,Consumer,Referral,10,4,7.5,0,4418.74
C004797,North,Consumer,Organic,10,1,6.3,0,1344.7
C004798,South,Consumer,Referral,7,1,6.6,0,1814.98
C004799,West,SMB,Organic,17,7,8.9,0,19023.88
C004800,East,Consumer,Organic,33,1,5.0,0,1715.97
C004801,South,Consumer,Paid Search,34,6,16.2,1,8426.05
C004802,North,SMB,Paid Search,8,5,12.7,0,10571.77
C004803,North,Consumer,Social,37,7,11.5,0,8796.94
C004804,South,Consumer,Paid Search,20,3,14.5,0,3723.97
C004805,West,Consumer,Organic,3,5,3.9,0,9849.48
C004806,East,SMB,Partner,31,13,6.7,1,36230.26
C004807,South,Consumer,Referral,39,10,10.1,1,14651.41
C004808,South,Consumer,Organic,13,7,1.3,0,13231.07
C004809,South,Consumer,Organic,19,9,0.0,0,12723.45
C004810,South,Consumer,Organic,16,5,4.3,0,6291.36
C004811,South,Enterprise,Partner,21,11,8.9,1,72880.17
C004812,East,Consumer,Organic,16,4,7.6,1,3461.62
C004813,South,SMB,Partner,22,5,8.4,0,12224.15
C004814,West,Consumer,Organic,2,3,0.0,0,5289.82
C004815,South,Consumer,Social,12,3,12.1,1,5035.42
C004816,North,Consumer,Organic,17,4,1.2,0,4983.16
C004817,South,SMB,Paid Search,28,10,6.3,0,20690.34
C004818,South,Enterprise,Paid Search,2,1,11.5,0,7631.24
C004819,South,Consumer,Paid Search,39,10,13.5,0,15772.53
C004820,South,Consumer,Partner,19,2,10.9,0,3473.75
C004821,East,Consumer,Social,37,6,16.5,0,7100.85
C004822,South,Consumer,Organic,24,4,3.3,0,5218.54
C004823,East,Consumer,Social,45,6,18.2,2,7664.43
C004824,East,Enterprise,Organic,25,5,4.4,0,39569.6
C004825,South,Consumer,Partner,4,1,8.2,0,1756.17
C004826,South,SMB,Paid Search,29,12,10.0,0,29823.75
C004827,North,SMB,Organic,21,7,4.3,0,22270.25
C004828,South,Consumer,Organic,12,7,3.7,1,13232.36
C004829,West,Consumer,Organic,21,3,0.9,0,3573.88
C004830,West,SMB,Partner,26,7,9.9,0,17565.47
C004831,South,Consumer,Paid Search,22,8,12.5,1,8520.4
C004832,South,Consumer,Organic,5,2,7.4,0,2597.57
C004833,East,SMB,Social,48,13,12.9,1,29945.19
C004834,East,Consumer,Organic,32,11,7.1,1,10327.83
C004835,South,SMB,Organic,18,6,0.3,0,24658.49
C004836,West,Consumer,Referral,15,3,8.6,0,5410.16
C004837,North,Consumer,Organic,46,7,7.0,0,9513.65
C004838,North,Consumer,Social,22,4,11.9,0,4635.32
C004839,North,Consumer,Referral,6,5,10.4,0,6661.29
C004840,North,Consumer,Organic,46,11,9.7,0,19948.36
C004841,West,Consumer,Paid Search,13,7,10.3,0,11205.6
C004842,South,Consumer,Organic,6,3,9.3,1,3132.77
C004843,South,Consumer,Referral,22,1,1.9,0,1031.32
C004844,South,Consumer,Referral,11,5,6.6,0,6428.5
C004845,South,Consumer,Social,17,5,7.2,1,7590.29
C004846,South,Consumer,Paid Search,25,7,14.8,0,7000.86
C004847,North,Consumer,Social,1,4,10.4,0,5158.95
C004848,East,Consumer,Organic,20,3,0.0,0,2896.33
C004849,North,Consumer,Partner,40,10,8.8,2,13701.91
C004850,East,Consumer,Organic,6,1,8.1,0,1295.82
C004851,North,Consumer,Social,2,1,13.8,0,1818.12
C004852,East,SMB,Paid Search,33,7,12.4,0,16124.61
C004853,West,SMB,Organic,20,6,10.3,0,15790.79
C004854,North,Consumer,Paid Search,27,7,9.1,0,12462.02
C004855,North,SMB,Partner,13,2,5.1,0,6488.6
C004856,West,Consumer,Social,22,9,18.3,0,11680.17
C004857,South,Consumer,Social,47,9,15.7,0,11779.58
C004858,East,Consumer,Paid Search,27,5,16.3,0,7939.0
C004859,North,Consumer,Referral,7,2,3.1,0,2511.03
C004860,South,Consumer,Organic,38,10,0.0,0,12279.13
C004861,South,Consumer,Referral,18,6,2.7,0,9270.4
C004862,West,SMB,Organic,2,8,7.1,0,21975.65
C004863,South,Consumer,Social,9,2,18.6,0,3418.58
C004864,East,Consumer,Social,8,3,18.2,0,3417.67
C004865,East,Consumer,Paid Search,17,3,13.7,0,4197.17
C004866,North,Consumer,Referral,38,10,10.8,0,8017.93
C004867,South,Consumer,Paid Search,32,9,10.2,1,12473.06
C004868,South,Consumer,Organic,11,4,0.0,0,8865.98
C004869,South,Consumer,Organic,26,3,0.1,0,3985.28
C004870,East,Consumer,Organic,13,2,0.6,0,2538.04
C004871,South,Consumer,Organic,15,2,0.0,1,3902.96
C004872,South,Enterprise,Referral,23,12,2.9,0,98485.6
C004873,East,SMB,Social,6,1,12.2,0,2772.17
C004874,South,Consumer,Paid Search,16,3,13.8,0,3781.28
C004875,South,Consumer,Partner,16,4,8.9,0,5967.83
C004876,South,SMB,Partner,10,4,12.5,0,13208.88
C004877,South,Enterprise,Organic,25,14,1.3,1,103856.26
C004878,East,Consumer,Paid Search,25,3,13.1,0,2990.63
C004879,South,Consumer,Partner,8,3,11.9,0,5235.9
C004880,South,SMB,Organic,6,1,3.5,0,2720.25
C004881,North,Consumer,Paid Search,18,3,10.7,0,4121.39
C004882,South,SMB,Partner,9,4,12.1,0,14097.77
C004883,East,Consumer,Social,14,1,13.9,0,1183.97
C004884,South,Consumer,Social,1,8,19.3,0,11249.79
C004885,West,SMB,Partner,16,7,3.6,1,28978.44
C004886,West,SMB,Organic,14,6,9.9,1,26978.75
C004887,North,Consumer,Referral,6,1,10.8,0,1374.93
C004888,East,SMB,Social,31,9,12.1,1,19622.86
C004889,South,SMB,Organic,14,3,4.1,0,11215.88
C004890,West,Consumer,Organic,19,6,1.3,0,7985.0
C004891,South,Enterprise,Organic,29,12,3.5,0,140789.44
C004892,South,Consumer,Social,26,4,10.3,0,5306.48
C004893,South,Consumer,Referral,5,1,1.7,0,1490.28
C004894,South,SMB,Partner,20,12,4.2,1,30898.56
C004895,East,Consumer,Paid Search,10,1,15.1,0,967.12
C004896,South,SMB,Referral,36,13,1.4,2,53562.56
C004897,South,Consumer,Organic,53,7,9.1,0,11243.26
C004898,South,Consumer,Partner,40,10,10.7,0,14580.23
C004899,West,Consumer,Referral,30,11,11.0,0,23235.6
C004900,West,Consumer,Social,17,6,16.0,0,8128.1
C004901,South,SMB,Organic,32,6,9.9,0,17777.11
C004902,South,Consumer,Organic,3,2,0.7,0,2623.06
C004903,North,Consumer,Organic,11,2,9.1,0,2319.57
C004904,West,Consumer,Social,26,9,24.1,0,8922.72
C004905,East,Consumer,Organic,16,3,4.2,0,3382.72
C004906,South,Consumer,Social,7,1,14.8,0,1280.21
C004907,West,SMB,Organic,25,8,2.2,0,23279.39
C004908,North,Consumer,Referral,45,7,7.2,0,11207.11
C004909,East,Consumer,Organic,42,2,5.6,0,2536.01
C004910,North,Consumer,Organic,11,3,0.0,0,6434.72
C004911,North,Consumer,Referral,50,10,8.8,0,15517.9
C004912,South,Consumer,Paid Search,13,5,15.3,1,6066.93
C004913,South,Consumer,Paid Search,20,8,9.4,0,13091.11
C004914,West,Consumer,Referral,35,7,5.7,1,10715.84
C004915,South,Consumer,Paid Search,2,1,14.5,0,1865.3
C004916,West,Consumer,Referral,20,3,4.2,0,5334.59
C004917,East,SMB,Referral,9,3,9.2,0,7455.14
C004918,East,Consumer,Organic,14,6,5.9,0,10813.22
C004919,West,SMB,Paid Search,35,11,19.0,1,31375.83
C004920,South,Consumer,Organic,13,4,4.6,0,7100.87
C004921,South,Consumer,Organic,17,4,3.4,0,8611.57
C004922,North,SMB,Organic,18,6,5.7,0,20146.71
C004923,South,Consumer,Referral,29,12,7.3,0,19164.7
C004924,West,Consumer,Organic,34,7,9.9,1,9779.91
C004925,South,Consumer,Partner,22,5,12.7,0,4809.43
C004926,South,SMB,Social,14,6,12.8,0,11936.19
C004927,North,Consumer,Organic,21,3,4.4,0,4202.17
C004928,South,SMB,Referral,13,2,4.9,0,5616.89
C004929,East,Consumer,Organic,53,5,2.4,0,6612.85
C004930,South,Consumer,Organic,17,3,0.0,0,6066.61
C004931,East,Consumer,Partner,39,10,13.1,1,10051.86
C004932,East,Enterprise,Paid Search,39,30,10.0,0,26593.68
C004933,West,SMB,Organic,23,5,3.7,0,11696.74
C004934,South,Consumer,Partner,25,6,16.3,0,6805.75
C004935,East,Enterprise,Partner,25,11,6.1,1,62905.29
C004936,North,Consumer,Referral,28,4,6.5,0,5658.68
C004937,South,Consumer,Social,7,6,15.8,0,11340.27
C004938,East,Consumer,Social,68,14,16.0,1,17953.3
C004939,East,SMB,Social,21,7,13.1,0,18849.89
C004940,North,Consumer,Paid Search,45,9,15.4,0,11932.69
C004941,West,Consumer,Social,21,1,15.5,0,1038.81
C004942,North,Enterprise,Referral,22,14,7.3,0,172682.47
C004943,South,Consumer,Organic,12,5,3.0,0,7509.45
C004944,West,Consumer,Organic,13,5,4.6,0,8773.98
C004945,South,SMB,Paid Search,3,1,14.9,0,1794.98
C004946,West,Consumer,Organic,60,11,7.9,0,15674.73
C004947,South,Consumer,Organic,40,11,3.7,1,16887.82
C004948,West,Consumer,Paid Search,12,6,9.7,1,8089.43
C004949,East,SMB,Partner,20,10,10.6,0,18237.69
C004950,East,Consumer,Organic,28,4,5.9,0,5287.01
C004951,South,SMB,Organic,8,4,7.6,0,15566.87
C004952,East,SMB,Social,11,1,12.1,0,3611.94
C004953,South,Consumer,Paid Search,18,1,11.9,0,2021.51
C004954,West,Consumer,Social,47,11,17.6,1,18384.12
C004955,South,SMB,Referral,11,3,4.9,0,13250.91
C004956,South,Consumer,Referral,29,3,12.7,1,6226.22
C004957,West,Consumer,Organic,58,9,9.9,0,10617.39
C004958,South,Consumer,Paid Search,40,11,11.4,0,16910.89
C004959,South,SMB,Referral,7,5,6.4,1,11964.34
C004960,East,Consumer,Organic,13,1,6.0,0,1413.34
C004961,North,Consumer,Organic,18,7,5.5,0,9445.97
C004962,North,Consumer,Paid Search,10,1,15.6,0,1227.46
C004963,South,Consumer,Referral,36,10,4.4,0,14934.01
C004964,South,Enterprise,Referral,6,6,4.4,1,32557.66
C004965,South,Consumer,Social,12,4,15.8,0,3793.61
C004966,North,SMB,Social,24,5,16.5,1,14863.3
C004967,South,SMB,Organic,19,7,4.9,1,19198.46
C004968,South,Consumer,Partner,10,4,10.7,0,7231.75
C004969,North,SMB,Social,50,14,19.1,0,32899.8
C004970,East,Enterprise,Organic,8,5,7.2,2,25846.91
C004971,East,SMB,Paid Search,32,11,13.1,0,19504.01
C004972,North,SMB,Paid Search,27,7,11.4,1,16267.31
C004973,South,Consumer,Partner,28,9,8.2,0,11323.81
C004974,West,SMB,Paid Search,5,2,7.9,0,5700.57
C004975,South,Consumer,Paid Search,18,9,8.4,0,14306.03
C004976,South,SMB,Partner,23,5,11.8,0,15577.39
C004977,South,Consumer,Referral,25,10,12.3,0,15146.21
C004978,North,Consumer,Organic,17,3,0.9,0,5321.97
C004979,West,SMB,Referral,29,14,8.6,0,49258.54
C004980,West,Consumer,Social,17,5,10.4,0,5858.94
C004981,West,Consumer,Paid Search,10,5,16.9,0,4506.96
C004982,South,SMB,Referral,10,4,6.9,0,10729.72
C004983,South,Enterprise,Referral,26,17,14.6,0,138026.42
C004984,North,Consumer,Referral,10,5,5.1,0,6407.46
C004985,South,SMB,Partner,30,10,6.5,0,35019.34
C004986,South,SMB,Referral,10,7,8.2,0,16245.95
C004987,East,SMB,Referral,7,1,9.7,0,3344.41
C004988,North,Consumer,Social,60,10,17.4,1,14494.41
C004989,West,Consumer,Organic,44,9,7.9,0,12087.11
C004990,North,SMB,Organic,21,8,4.3,1,19715.06
C004991,North,Enterprise,Partner,13,10,11.0,0,73385.72
C004992,West,Consumer,Social,31,6,21.7,0,9308.67
C004993,East,Consumer,Paid Search,69,11,14.4,0,11736.29
C004994,South,Consumer,Organic,14,6,2.5,0,8592.64
C004995,South,SMB,Organic,59,22,6.3,2,67958.94
C004996,South,SMB,Organic,13,7,0.0,0,17970.94
C004997,North,Consumer,Paid Search,5,2,14.1,0,3195.5
C004998,South,Consumer,Referral,20,12,2.0,1,21971.76
C004999,South,Consumer,Organic,4,2,7.2,0,3670.56
C005000,East,SMB,Referral,30,9,6.9,0,29846.94
C005001,North,Consumer,Partner,7,6,11.0,0,6838.44
C005002,East,Consumer,Partner,27,9,8.1,0,11200.49
C005003,East,Consumer,Social,34,8,19.2,0,8562.79
C005004,North,SMB,Paid Search,55,13,13.7,0,46204.6
C005005,North,Consumer,Referral,5,2,10.3,0,2476.96
C005006,South,Consumer,Referral,12,5,5.8,0,5432.68
C005007,East,Consumer,Organic,15,8,3.7,0,9486.18
C005008,East,Enterprise,Partner,28,19,3.8,0,166934.97
C005009,East,Consumer,Referral,17,2,3.6,0,2895.58
C005010,South,Consumer,Referral,8,5,7.3,0,7505.98
C005011,South,Consumer,Organic,13,2,5.2,0,2899.38
C005012,South,Consumer,Organic,22,6,6.2,0,9941.57
C005013,North,SMB,Partner,14,3,5.9,0,9484.41
C005014,East,SMB,Organic,50,17,5.5,0,45299.78
C005015,North,Consumer,Organic,25,6,9.0,0,7637.94
C005016,South,SMB,Referral,8,5,8.3,0,15037.0
C005017,South,Consumer,Social,19,5,15.1,0,6278.59
C005018,South,SMB,Organic,29,11,5.9,1,42005.05
C005019,East,Consumer,Organic,24,6,8.7,1,7203.11
C005020,South,Consumer,Social,13,2,15.5,0,2312.92
C005021,West,SMB,Partner,16,1,6.4,0,4632.73
C005022,West,Enterprise,Paid Search,18,6,10.5,0,41429.97
C005023,West,SMB,Social,37,7,13.4,0,15971.37
C005024,East,SMB,Paid Search,30,9,10.3,0,17134.11
C005025,East,SMB,Social,5,1,17.4,0,1943.84
C005026,East,SMB,Referral,49,15,12.1,2,41329.52
C005027,South,Consumer,Social,59,15,13.8,0,15550.85
C005028,South,Consumer,Social,14,1,12.3,0,1494.42
C005029,South,SMB,Organic,27,9,1.2,0,26114.62
C005030,North,Consumer,Organic,72,9,10.2,0,10306.79
C005031,North,SMB,Social,19,3,17.9,0,5218.49
C005032,West,Consumer,Organic,22,4,3.0,0,6057.12
C005033,North,Consumer,Referral,31,4,7.4,0,3943.8
C005034,South,Consumer,Paid Search,45,16,16.2,2,20915.69
C005035,East,SMB,Organic,4,4,4.8,0,11008.13
C005036,North,Consumer,Referral,19,4,9.6,0,3452.29
C005037,West,SMB,Paid Search,45,17,11.5,1,54446.71
C005038,North,Consumer,Partner,32,4,7.1,0,3753.35
C005039,West,Consumer,Organic,25,5,0.0,1,11323.47
C005040,East,SMB,Organic,22,8,3.8,1,19987.56
C005041,South,Consumer,Organic,43,8,3.4,0,10729.84
C005042,North,SMB,Organic,29,10,6.6,0,29192.02
C005043,South,Consumer,Referral,56,14,7.7,0,17805.06
C005044,South,Consumer,Paid Search,17,6,12.6,1,5322.9
C005045,South,Consumer,Organic,2,6,7.9,0,11449.19
C005046,West,SMB,Partner,40,13,1.0,0,37820.05
C005047,South,Consumer,Organic,16,5,4.9,0,7965.45
C005048,West,Consumer,Paid Search,20,1,8.5,0,1394.26
C005049,North,SMB,Partner,23,8,4.2,0,19473.38
C005050,West,Enterprise,Referral,13,7,6.1,0,46919.36
C005051,South,SMB,Paid Search,7,3,12.1,1,10068.99
C005052,South,SMB,Partner,38,12,9.5,1,39705.06
C005053,South,Consumer,Referral,1,3,8.3,0,4499.98
C005054,North,Consumer,Organic,71,11,2.5,0,19734.85
C005055,West,SMB,Organic,21,8,4.4,2,23735.38
C005056,South,SMB,Partner,2,1,12.3,0,3619.03
C005057,South,SMB,Organic,42,10,9.8,0,39987.05
C005058,South,SMB,Social,4,2,14.1,0,7039.9
C005059,East,SMB,Organic,13,5,5.3,0,13878.31
C005060,North,Consumer,Organic,60,10,2.3,0,11975.28
C005061,North,Consumer,Partner,28,6,11.1,0,8743.04
C005062,North,Enterprise,Partner,25,11,14.9,0,72371.57
C005063,South,Consumer,Organic,27,4,3.4,0,7363.32
C005064,North,Consumer,Organic,10,4,8.5,0,7583.6
C005065,West,Consumer,Social,28,5,17.2,2,6403.98
C005066,South,Consumer,Referral,26,8,6.5,0,9865.7
C005067,East,SMB,Paid Search,18,2,9.9,0,5598.1
C005068,South,SMB,Organic,49,17,12.4,2,49061.8
C005069,South,Consumer,Partner,34,10,10.3,0,20124.37
C005070,South,Consumer,Organic,8,4,7.9,1,6144.75
C005071,South,Consumer,Organic,15,7,4.4,0,10887.65
C005072,South,SMB,Paid Search,13,7,12.2,0,20674.53
C005073,South,Consumer,Organic,10,4,1.3,0,6928.14
C005074,South,Consumer,Referral,45,13,9.3,0,13089.1
C005075,West,Consumer,Paid Search,15,3,10.9,0,3579.18
C005076,South,Consumer,Referral,35,10,3.9,2,19786.18
C005077,South,Consumer,Paid Search,29,8,9.4,0,10496.98
C005078,North,SMB,Organic,7,8,12.2,1,20949.72
C005079,South,Consumer,Partner,45,12,7.1,0,17570.26
C005080,East,Consumer,Referral,19,1,8.1,0,1081.41
C005081,North,Consumer,Paid Search,15,4,8.4,0,5321.77
C005082,South,Consumer,Organic,6,1,4.4,0,1285.87
C005083,South,Consumer,Referral,10,5,2.9,0,5957.17
C005084,North,SMB,Social,8,5,16.1,0,13114.48
C005085,West,Consumer,Referral,4,1,4.3,0,2080.6
C005086,South,SMB,Social,27,7,17.4,0,22155.83
C005087,West,Consumer,Organic,9,3,0.0,0,5509.5
C005088,South,SMB,Partner,22,6,6.1,1,22956.71
C005089,West,Consumer,Organic,42,7,8.5,0,10511.22
C005090,South,Consumer,Organic,32,7,9.6,1,10490.68
C005091,South,Consumer,Referral,24,8,7.0,0,10337.73
C005092,East,Consumer,Organic,3,1,3.8,0,1520.44
C005093,South,Consumer,Paid Search,4,1,12.3,0,1529.51
C005094,South,SMB,Organic,12,11,11.2,0,28089.39
C005095,West,Consumer,Social,25,11,14.2,1,13957.43
C005096,South,Enterprise,Social,9,10,15.0,1,63442.84
C005097,East,SMB,Referral,8,3,3.8,0,8655.32
C005098,East,Consumer,Paid Search,41,9,10.0,0,14893.57
C005099,West,SMB,Paid Search,16,5,13.3,0,10893.94
C005100,West,Consumer,Social,5,1,17.7,0,1597.53
C005101,South,Consumer,Referral,26,5,7.9,0,9676.92
C005102,South,Consumer,Paid Search,6,1,,0,1117.99
C005103,North,SMB,Organic,25,8,2.0,1,15554.63
C005104,East,Consumer,Organic,14,4,1.7,0,5375.4
C005105,West,Consumer,Paid Search,20,9,14.4,1,11719.47
C005106,South,SMB,Referral,8,4,5.6,0,11923.86
C005107,North,Consumer,Social,14,1,11.5,0,1663.01
C005108,South,Consumer,Partner,12,3,8.6,0,4216.76
C005109,South,Consumer,Paid Search,9,5,12.3,0,11737.99
C005110,West,SMB,Paid Search,14,5,11.4,0,10264.0
C005111,North,Consumer,Social,3,1,19.8,0,1011.41
C005112,East,Consumer,Paid Search,31,7,17.6,0,6539.88
C005113,East,Enterprise,Referral,30,10,9.9,0,66392.21
C005114,West,Enterprise,Referral,15,6,8.3,0,65238.31
C005115,North,Consumer,Organic,15,5,9.1,0,5452.78
C005116,West,Consumer,Organic,14,2,5.5,0,2484.64
C005117,East,Consumer,Paid Search,31,5,11.4,0,5267.54
C005118,East,Enterprise,Referral,12,6,5.2,0,42738.83
C005119,North,Consumer,Organic,36,7,2.7,1,10552.09
C005120,South,Consumer,Organic,6,1,7.8,0,1407.09
C005121,East,Consumer,Organic,36,8,0.5,0,8304.21
C005122,South,Consumer,Social,2,1,13.2,0,1404.61
C005123,South,Consumer,Partner,13,8,6.9,0,16369.66
C005124,South,SMB,Partner,31,10,3.8,1,38124.51
C005125,South,Consumer,Social,35,10,13.8,0,12980.88
C005126,North,Consumer,Organic,6,4,5.3,0,5763.78
C005127,South,SMB,Organic,26,9,8.1,0,30160.66
C005128,North,Consumer,Paid Search,24,3,10.5,0,4807.33
C005129,West,Consumer,Referral,27,8,7.3,0,15875.9
C005130,West,Consumer,Social,72,11,10.5,0,16361.64
C005131,South,SMB,Organic,72,20,1.4,3,51472.27
C005132,North,Consumer,Partner,42,10,2.3,0,10790.64
C005133,North,SMB,Paid Search,9,3,14.9,0,8640.45
C005134,South,Consumer,Referral,13,2,6.0,0,2322.29
C005135,West,Consumer,Partner,21,4,8.7,0,6771.2
C005136,South,Consumer,Referral,13,2,8.6,0,2677.1
C005137,North,Consumer,Social,9,8,17.4,0,7773.38
C005138,North,Consumer,Social,35,10,21.0,0,13131.05
C005139,South,SMB,Social,6,1,14.9,0,2288.7
C005140,West,Consumer,Social,2,1,12.9,0,1507.67
C005141,East,Consumer,Paid Search,30,7,14.1,0,8419.54
C005142,South,Enterprise,Paid Search,29,14,19.1,0,72398.84
C005143,South,Consumer,Social,5,1,13.4,0,1896.73
C005144,West,Consumer,Referral,4,1,4.6,0,1946.24
C005145,South,Consumer,Referral,17,3,0.0,0,5987.67
C005146,West,Consumer,Paid Search,22,8,5.8,1,14418.65
C005147,West,Enterprise,Organic,14,6,9.3,0,41982.89
C005148,South,Enterprise,Paid Search,12,8,11.5,0,83469.49
C005149,West,Consumer,Partner,17,5,4.6,0,8742.54
C005150,South,Enterprise,Organic,28,20,5.0,0,116908.46
C005151,East,Consumer,Organic,5,1,12.8,0,970.49
C005152,North,Enterprise,Organic,19,15,5.0,0,104086.97
C005153,South,SMB,Paid Search,9,3,17.7,0,10949.49
C005154,North,Consumer,Organic,72,13,2.2,0,15721.14
C005155,North,Consumer,Referral,20,7,11.4,0,8273.12
C005156,North,SMB,Organic,47,18,3.3,1,40391.81
C005157,South,Consumer,Organic,27,6,2.7,0,8755.3
C005158,South,Consumer,Organic,59,17,2.2,0,33737.9
C005159,South,Consumer,Organic,17,7,4.0,1,8341.06
C005160,South,Consumer,Social,19,3,17.9,0,4466.14
C005161,West,Consumer,Partner,15,4,6.6,0,4937.61
C005162,West,Consumer,Social,10,3,18.2,0,5633.25
C005163,North,SMB,Partner,5,1,5.8,0,2891.7
C005164,South,Consumer,Organic,22,6,4.8,0,9267.66
C005165,East,Consumer,Partner,34,7,6.4,1,7875.0
C005166,East,Consumer,Paid Search,16,4,17.4,0,4656.34
C005167,South,Consumer,Social,12,4,16.6,0,4101.55
C005168,East,SMB,Referral,46,10,7.9,1,25356.0
C005169,North,Consumer,Paid Search,7,8,11.2,0,9476.04
C005170,South,SMB,Organic,18,8,3.3,1,22506.06
C005171,East,Consumer,Organic,30,9,2.0,1,17976.63
C005172,East,SMB,Paid Search,9,4,16.0,0,12012.87
C005173,West,Consumer,Paid Search,18,8,7.2,0,15658.65
C005174,North,SMB,Partner,35,8,6.9,0,26485.84
C005175,North,Consumer,Organic,9,2,7.6,0,3007.7
C005176,North,SMB,Referral,28,7,2.0,1,27601.54
C005177,North,Consumer,Referral,4,1,7.5,1,1481.6
C005178,North,Consumer,Organic,16,5,2.4,0,8283.52
C005179,South,Consumer,Paid Search,39,9,12.1,0,17225.58
C005180,South,Consumer,Paid Search,28,4,11.5,1,6876.62
C005181,East,Consumer,Paid Search,41,7,5.2,0,9789.38
C005182,South,SMB,Organic,1,1,6.9,0,3602.24
C005183,North,SMB,Organic,16,8,2.0,0,24048.0
C005184,East,Consumer,Organic,9,1,3.4,1,1443.52
C005185,North,Enterprise,Social,17,8,15.2,0,65069.25
C005186,West,Consumer,Social,36,6,16.1,1,6193.97
C005187,North,Consumer,Organic,50,12,6.3,0,14556.43
C005188,South,SMB,Referral,66,20,9.4,1,69166.83
C005189,West,Consumer,Partner,12,6,0.6,1,9644.23
C005190,South,Consumer,Organic,3,2,6.4,0,3077.9
C005191,East,Consumer,Organic,2,2,5.0,0,2720.09
C005192,East,Consumer,Organic,6,5,3.3,0,4390.49
C005193,North,Consumer,Organic,34,4,5.8,0,5463.69
C005194,East,Consumer,Social,25,4,17.8,0,4298.29
C005195,West,Consumer,Social,26,7,12.4,0,10011.93
C005196,West,SMB,Referral,17,6,11.2,0,19912.91
C005197,South,Enterprise,Paid Search,12,5,15.4,1,36764.55
C005198,South,Consumer,Social,46,13,16.1,3,23548.0
C005199,East,Consumer,Organic,1,1,1.3,0,1096.73
C005200,South,Consumer,Organic,6,3,11.5,0,5032.78
C005201,South,Consumer,Organic,29,7,5.9,0,9796.86
C005202,North,Consumer,Partner,13,1,8.4,0,1735.49
C005203,North,Consumer,Social,33,8,15.3,0,10623.03
C005204,South,SMB,Referral,30,12,8.7,0,28405.71
C005205,North,Consumer,Social,28,5,17.8,0,6293.64
C005206,North,SMB,Organic,27,4,4.9,0,12363.91
C005207,North,Consumer,Paid Search,35,6,8.3,0,8633.61
C005208,West,SMB,Social,35,13,18.1,4,35818.12
C005209,North,Consumer,Partner,18,3,5.6,0,4061.16
C005210,North,SMB,Referral,15,5,4.0,1,12876.48
C005211,South,SMB,Organic,24,8,4.8,1,18090.66
C005212,South,Consumer,Partner,42,11,6.6,0,19048.5
C005213,West,Consumer,Paid Search,9,1,13.1,0,1514.95
C005214,West,SMB,Paid Search,16,5,13.7,0,19915.72
C005215,South,Consumer,Organic,12,7,3.6,0,11042.29
C005216,South,Consumer,Organic,8,1,5.4,0,1649.98
C005217,South,Consumer,Referral,13,3,5.5,0,4821.15
C005218,North,SMB,Referral,5,5,9.3,0,16179.01
C005219,South,Consumer,Organic,5,4,6.5,1,5567.72
C005220,North,Consumer,Organic,54,12,7.2,2,17214.84
C005221,North,Consumer,Referral,7,3,6.1,0,4248.57
C005222,South,Consumer,Paid Search,28,8,12.8,0,13355.96
C005223,North,SMB,Paid Search,66,17,13.5,0,68796.39
C005224,North,Consumer,Organic,39,11,7.2,0,16359.88
C005225,South,Consumer,Partner,27,6,10.0,0,6674.07
C005226,South,Consumer,Partner,31,5,7.6,1,6029.99
C005227,North,Consumer,Paid Search,12,1,8.6,0,1693.12
C005228,North,SMB,Referral,40,10,8.5,0,19679.7
C005229,North,Consumer,Partner,57,10,9.4,1,14478.02
C005230,South,SMB,Organic,14,4,1.7,0,11211.53
C005231,West,SMB,Partner,5,1,10.5,0,4835.91
C005232,West,SMB,Paid Search,34,11,12.5,1,23791.22
C005233,South,Consumer,Referral,72,14,6.6,2,18900.07
C005234,South,Consumer,Referral,8,4,7.6,0,7129.88
C005235,East,Consumer,Organic,1,3,7.8,1,3564.94
C005236,East,Enterprise,Social,16,14,19.7,2,74479.44
C005237,North,SMB,Social,11,3,14.8,0,6321.49
C005238,North,Consumer,Organic,21,4,4.3,0,5035.07
C005239,South,SMB,Referral,10,3,8.8,0,7532.08
C005240,South,Consumer,Partner,16,2,4.0,0,3159.97
C005241,North,Consumer,Partner,7,1,10.6,0,1970.8
C005242,South,SMB,Referral,2,1,2.9,0,4840.38
C005243,South,Consumer,Organic,17,2,0.9,0,4923.05
C005244,South,Enterprise,Paid Search,29,17,16.7,1,129002.36
C005245,South,SMB,Organic,6,1,0.0,0,3807.96
C005246,East,Enterprise,Social,70,28,18.9,0,178184.13
C005247,South,SMB,Social,26,12,19.7,0,26985.88
C005248,North,Consumer,Partner,12,1,9.0,0,951.53
C005249,North,Consumer,Organic,44,12,6.8,0,11793.3
C005250,West,Consumer,Partner,35,9,3.3,0,14139.1
C005251,South,SMB,Partner,28,10,6.5,1,23490.1
C005252,North,Consumer,Referral,21,1,8.1,0,1175.75
C005253,South,SMB,Partner,12,1,9.0,0,3233.0
