customer_id,tenure_months,orders_last_90_days,total_spend_last_90_days,avg_order_value,support_tickets_last_90_days,days_since_last_order
C01071,11.47,2,3930.45,1208.24,0,80.57
C01072,8.3,5,7796.05,1631.95,6,35.48
C01073,17.92,6,17220.5,2423.85,3,7.62
C01074,10.41,2,2295.16,1724.0,2,24.02
C01075,14.39,2,2894.2,1378.47,4,35.55
C01076,8.73,7,24970.49,2391.25,3,27.61
C01077,22.49,8,18253.41,2215.26,2,18.03
C01078,19.85,4,18148.06,1993.93,5,5.09
C01079,12.33,2,9900.18,1782.58,10,64.93
C01080,15.54,10,17406.69,2400.79,1,12.23
C01081,20.73,13,9091.14,2581.06,3,4.81
C01082,1.0,0,2974.38,1480.23,3,35.11
C01083,2.57,2,3043.69,1569.23,1,61.23
C01084,4.51,1,2294.89,1822.45,2,32.5
C01085,10.7,4,3272.59,1870.15,4,34.1
C01086,15.19,1,6987.64,1549.52,5,43.75
C01087,12.99,4,7201.27,1054.25,5,32.21
C01088,16.71,4,8141.37,1485.04,6,47.95
C01089,11.17,11,22681.12,2432.11,2,26.26
C01090,15.04,11,16700.89,2021.61,0,15.89
C01091,18.55,8,26902.85,1693.14,2,11.67
C01092,11.05,5,11195.08,1519.68,5,37.64
C01093,25.84,12,18523.08,1611.37,1,19.19
C01094,21.3,3,17554.11,2666.4,3,28.43
C01095,21.89,6,17682.98,2054.96,2,11.21
C01096,27.04,6,23852.96,1947.23,3,21.93
C01097,14.41,11,9791.07,2253.9,0,16.41
C01098,10.42,3,1312.07,1149.1,1,48.35
C01099,1.0,2,3404.86,1415.09,3,49.03
C01100,24.21,10,53200.72,2471.12,1,9.92
C01101,37.92,18,56986.58,2249.98,2,7.76
C01102,25.38,7,17912.63,2470.59,3,10.24
C01103,32.86,1,7338.25,1938.68,7,52.15
C01104,6.26,2,1549.29,2145.07,2,55.74
C01105,25.66,17,47901.01,2202.57,2,6.37
C01106,23.2,1,6057.13,1440.62,9,41.96
C01107,31.94,22,50684.89,2280.44,1,11.44
C01108,10.44,10,19514.57,2232.0,4,11.46
C01109,3.1,3,2181.85,674.96,3,26.35
C01110,20.8,13,19075.43,2448.52,3,29.11
C01111,20.57,18,58058.45,2814.31,3,6.27
C01112,30.42,15,20269.32,2293.41,5,9.69
C01113,5.82,5,8184.97,1709.4,6,19.21
C01114,6.24,1,4193.49,1798.51,3,52.12
C01115,1.01,3,3818.22,1873.56,5,14.53
C01116,25.28,15,53552.56,2906.03,2,12.11
C01117,20.29,14,42781.97,2737.85,1,7.81
C01118,13.84,2,9684.42,1776.2,8,52.07
C01119,17.85,7,18968.29,2349.28,2,21.63
C01120,3.75,3,2246.12,1755.5,2,72.38
C01121,6.92,1,5959.46,1246.16,3,64.32
C01122,27.97,16,48517.34,2631.24,4,5.06
C01123,1.71,3,2719.52,2111.63,1,60.23
C01124,35.58,16,45313.71,3233.61,3,2.36
C01125,11.23,1,21679.24,2008.36,3,6.16
C01126,11.41,8,15974.53,2141.24,4,33.89
C01127,17.88,12,15265.12,1513.77,2,6.82
C01128,15.1,2,2614.32,2494.41,5,30.44
C01129,21.29,2,10225.42,1506.64,5,60.17
C01130,9.37,3,2883.34,1658.59,3,48.61
C01131,6.43,1,3778.93,1512.65,1,68.0
C01132,9.43,14,18899.77,2211.13,2,6.33
C01133,27.02,19,58086.03,2810.89,0,1.83
C01134,29.36,1,11067.62,1426.37,6,64.38
C01135,3.72,4,3098.45,1638.26,2,56.86
C01136,27.47,9,26783.71,1885.94,4,21.42
C01137,11.59,10,19033.15,1801.38,4,19.02
C01138,17.56,9,18594.95,1971.31,3,13.49
C01139,46.6,12,46737.38,2672.42,4,2.72
C01140,17.98,3,8334.01,2294.54,8,48.24
C01141,19.16,3,19445.92,1822.1,3,6.2
C01142,17.83,0,7870.71,1309.4,4,72.32
C01143,9.35,3,5027.65,1268.15,4,18.62
C01144,9.98,2,1790.61,1684.34,3,61.47
C01145,19.29,9,21370.9,2206.32,4,19.43
C01146,23.06,4,18409.27,1615.65,3,29.49
C01147,11.68,3,9391.22,972.91,5,60.47
C01148,1.0,1,4431.12,1800.9,3,60.88
C01149,19.29,11,17579.56,2140.53,2,26.84
C01150,13.09,3,2469.46,1213.87,4,54.79
C01151,30.3,15,55830.97,2411.62,3,13.52
C01152,13.52,3,1203.37,1559.2,5,29.36
C01153,27.59,24,57554.21,4016.07,1,4.04
C01154,36.57,13,50229.09,2870.46,3,10.46
C01155,20.74,8,24467.52,3509.04,4,18.7
C01156,18.91,15,50076.61,2659.43,2,15.11
C01157,36.73,17,41125.48,3501.82,2,1.09
C01158,32.99,22,30166.82,2528.95,2,10.94
C01159,14.91,7,22272.26,1936.09,4,10.22
C01160,5.53,4,8131.3,2168.98,5,43.07
C01161,37.53,12,63263.15,3494.23,3,5.25
C01162,9.28,3,4262.4,1415.32,7,64.74
C01163,2.8,3,3590.59,1952.97,3,64.05
C01164,31.34,22,40415.95,2845.21,2,7.03
C01165,31.11,21,55530.31,2820.38,1,12.39
C01166,8.4,1,2748.21,977.01,2,41.43
C01167,4.7,4,1497.0,1711.92,5,64.39
C01168,17.81,6,12870.72,1955.96,2,12.96
C01169,5.69,2,3630.78,1128.66,1,42.13
C01170,26.63,25,54090.22,2173.88,2,10.18
C01171,17.25,5,26911.25,1725.54,4,19.4
C01172,19.21,6,8904.1,1576.53,8,45.53
C01173,18.98,5,14350.23,2117.99,4,6.08
C01174,18.48,2,10699.22,1659.21,4,56.14
C01175,12.5,13,19002.39,2046.91,4,10.97
C01176,5.98,4,4750.82,1360.0,8,62.88
C01177,10.48,7,14933.21,2721.71,4,15.05
C01178,21.46,5,15973.09,2136.7,4,17.32
C01179,19.49,9,18263.9,1996.35,2,19.62
C01180,20.46,10,13696.31,1750.38,4,28.3
C01181,16.07,2,8060.85,1345.27,9,57.8
C01182,23.31,17,47256.67,3490.25,2,8.62
C01183,32.02,15,53743.39,3023.5,0,9.01
C01184,27.68,19,52320.67,3016.63,3,3.28
C01185,25.6,21,56328.33,3106.73,5,10.46
C01186,11.52,2,1709.21,1405.7,3,52.32
C01187,20.42,8,17317.89,2037.05,4,23.89
C01188,2.98,3,2154.06,1640.68,2,73.18
C01189,25.07,19,57459.34,2506.72,2,6.93
C01190,11.4,2,10280.04,1560.58,7,59.72
C01191,9.62,11,12639.19,2319.83,2,18.06
C01192,10.23,9,23171.28,1817.56,2,21.18
C01193,8.92,0,5620.03,1658.57,3,42.42
C01194,1.0,3,2265.26,1663.18,2,49.28
C01195,3.9,3,1455.11,2173.67,5,74.39
C01196,25.65,9,24249.46,2066.34,1,28.52
C01197,24.77,9,13486.67,1894.83,0,24.62
C01198,3.78,3,5390.77,1229.32,6,49.99
C01199,23.03,5,15592.08,1264.33,0,30.59
C01200,29.59,3,5440.43,1680.62,8,47.28
