age,tenure_months,orders_last_6m,monthly_spend,support_tickets,late_payments,discount_pct,churn
65,27,6,5614.795355375523,1,2,4.744821715328522,0
39,8,8,2189.114143941971,0,1,14.162283000139563,0
49,7,6,608.5680098766093,0,3,21.07095300096934,0
50,29,3,4075.209153897294,1,1,0.0,0
55,29,8,2213.139341028747,2,0,14.710871402443306,0
21,53,6,3785.009492022915,0,2,12.797688330002483,0
36,34,1,947.4817469798577,3,1,22.608861261798065,0
27,12,9,3737.662598392775,1,1,0.0,0
57,16,9,2846.7932570418816,1,1,16.692327277215213,0
21,41,9,3241.0228496230243,2,1,8.04114837542147,0
47,24,7,3747.7997731616583,4,0,16.451361988647303,0
59,48,9,3102.9492611985474,0,0,36.88304422439384,0
72,66,5,2208.855532133486,1,1,28.149538539317383,0
34,26,12,1263.1096756824704,2,2,16.289684434954406,0
18,40,9,4320.938750575932,1,0,0.8947310472045427,0
59,60,9,2235.0660021704007,0,0,9.262164581778208,0
18,15,7,729.9876905559481,2,1,24.155943684504074,0
21,37,2,2626.02030438393,3,0,11.46420664112739,0
74,22,8,2263.53109496782,1,2,4.936007237050388,0
67,45,9,2492.594670665126,1,1,14.66903934677348,0
58,53,6,5202.228611143043,0,0,12.559673325725925,0
65,11,7,1809.239677600218,3,3,25.073244699982418,0
22,14,10,6625.722835263739,3,0,6.590657701505675,0
23,2,9,3477.091453096843,0,0,7.798190026744401,0
35,1,12,2739.000819878099,2,0,18.884385557913458,0
19,4,6,5748.456209444892,2,0,17.384146192713136,0
68,51,5,3215.6203107416027,2,2,15.761922893953992,0
21,65,4,2632.263408993124,1,0,16.086826327177903,0
49,30,6,3140.5882189326635,1,1,32.51478633039793,0
66,63,12,10180.037137814055,1,1,8.003323064249177,0
59,52,9,300.0,2,1,11.969953139708716,0
31,58,7,3520.336031701491,2,0,26.431599500061527,0
44,53,3,5504.173175600986,2,0,9.996855280259622,0
49,15,7,4274.941958842292,0,0,23.718180854542823,0
61,38,15,4265.279246869598,2,0,17.640977845707397,0
42,38,12,5005.722146537103,0,0,1.316519556293553,0
34,46,12,4883.251179707151,1,1,8.978358832820227,0
63,57,12,3081.223625202997,2,3,15.23321866843665,0
68,8,8,4964.283028430966,2,0,0.873958877131793,0
45,48,7,3689.2987792381427,2,1,15.267002510292459,0
19,60,9,4050.4017407027886,1,0,7.5805641804957355,0
46,9,8,1799.0580923449993,0,0,6.892941835945944,0
68,30,7,2277.1247392355353,1,1,45.0,0
74,64,11,2517.0516385996443,0,1,25.760310019104523,0
40,2,8,1998.9321206229076,2,2,23.021694663521174,0
26,12,10,1498.3376968081777,1,1,2.0560011985211855,0
50,58,15,5100.941826518342,1,0,3.3518340694185405,0
65,13,5,2211.072579735705,0,1,19.897652612697254,0
71,50,12,1492.5161476396138,3,0,0.0,0
20,64,8,3840.7277557179623,1,0,6.932966446281982,0
34,36,10,1862.732962901049,0,1,7.130762089450526,0
45,35,6,4574.658384622047,3,1,10.774870666005038,0
23,31,10,4066.3379657098676,4,0,23.607150496173187,0
68,27,11,4286.540249256525,1,0,26.705692579059804,0
24,27,9,1877.4645677434635,1,0,19.740087374939048,0
55,40,12,2560.6212855611666,2,1,4.446020009912656,0
70,64,5,4419.801664160754,1,0,5.588044128171951,0
57,70,4,619.6637525752703,3,0,24.282671765768278,0
61,62,8,4102.959829845011,1,0,20.64997355962253,0
33,9,9,3537.9226554371853,0,0,23.642921826373758,0
65,22,4,5801.561471507187,1,0,5.893806550335924,0
41,54,6,622.4247805330433,2,0,10.992908378915647,0
21,39,10,2598.1895383512733,1,1,24.598362131240396,0
38,24,8,3729.7332452738406,2,2,21.657067724137242,0
37,23,7,5804.8596628466585,1,3,21.70489241833011,0
47,9,11,4877.80848785465,2,1,18.740804495989856,0
33,24,6,2347.8488677619584,1,0,8.618745133605758,0
44,30,7,3831.9929076949056,1,0,19.671577821116955,0
42,30,12,5096.63862770865,1,0,16.087986892954998,0
36,39,8,4987.092959407944,5,0,9.835315424150915,0
57,20,5,5677.029602647731,1,0,9.330001942252942,0
35,15,6,1518.2410861436458,1,0,15.997595967472048,0
61,64,8,6902.059684567781,3,1,14.112731532922444,0
32,29,8,1865.7727107116611,2,1,11.570238407605686,0
67,19,9,3914.941774817638,1,0,14.51465417958411,0
38,46,9,2491.8276437324785,1,1,10.0871922418687,0
20,39,7,3379.4919022525223,3,2,17.906592573524907,0
26,41,6,2914.602683656016,1,0,17.406089038091586,0
63,16,11,6591.95480510529,4,0,17.96080928330978,0
67,52,6,1260.1835476511837,0,0,0.06044649227336407,0
30,14,11,300.0,0,0,6.853399045664895,0
52,60,9,1647.63863506853,2,0,7.2069246046137945,0
50,31,13,1638.6816779323865,1,0,2.2486056361472855,0
25,30,7,4437.408505665465,2,0,26.246618117043504,0
43,28,4,3154.2489332620517,3,0,16.268450778658636,1
57,31,6,4125.030345463625,3,1,8.97665666765428,0
73,48,10,4002.5577717288324,1,0,9.230058280191368,0
66,36,6,2004.0018652297867,2,1,1.8386003802367803,0
23,10,4,2270.906128300913,3,1,0.0,0
31,41,5,1474.7834947757083,1,2,17.968593121789382,0
42,19,8,4769.729699770273,0,0,34.42513110188918,0
26,8,8,1128.9121655788786,3,0,20.994765778591283,1
50,60,11,300.0,0,1,14.933696373200053,0
18,23,4,2106.3709844361592,0,0,8.09332428911518,0
24,43,4,6083.0424852304095,2,0,12.849864565844687,0
20,13,10,1885.8881633092903,2,0,0.0,0
34,25,5,3094.380679990861,1,0,13.299196493421718,0
61,28,5,1424.3232610586397,1,1,12.018702280445668,0
28,10,6,833.4075064598824,1,2,2.380895080533378,0
74,70,9,1865.8655410616202,1,0,0.6105948280061213,0
33,23,6,4329.744759353892,1,0,18.15987558275758,0
20,42,4,300.0,4,0,2.465314922410796,1
37,41,11,6292.614372818415,1,0,30.509281362575827,0
60,31,7,397.9597093982002,1,0,1.845181221279418,0
24,42,3,1970.7213000659967,3,0,21.082435072172967,0
22,41,6,1391.624710732135,3,0,0.0,0
66,6,10,2407.62170613376,4,1,17.858823644861562,0
51,48,5,6334.97806528486,1,0,9.19191176079976,0
37,9,6,2802.6022843562855,1,0,11.978924316157087,0
61,31,9,2582.034494178888,1,0,16.670060539754736,1
66,26,9,4555.651658893531,2,0,7.358779908440236,0
38,32,8,1738.404280837201,2,0,21.25086730023208,0
49,6,2,3560.4139568461746,1,0,18.53957150961962,0
18,50,7,6033.288363902861,1,0,6.678132581369049,0
35,30,8,4694.132768807565,1,2,3.8984709906417816,0
51,5,8,4035.3439804407562,0,2,13.605220598554281,0
29,1,4,3962.576849848015,1,0,17.52244492514412,0
74,39,7,2422.0623856431203,4,0,7.707479831969658,0
73,48,7,1068.918055962126,2,1,14.756269577932063,0
32,39,13,4662.059608139909,1,0,20.328079036516936,0
40,52,9,3326.1134676255065,0,1,17.716192838977832,0
28,54,9,4687.552455602207,4,0,10.4357383866538,0
46,62,7,6364.906114832254,1,1,24.89439850699189,0
25,70,7,6022.886439324471,2,1,8.763861535173989,0
40,63,7,3474.3204819949137,1,0,0.0,0
49,57,10,3853.2653242023694,4,1,0.0,0
52,31,13,1623.5174789440969,1,0,10.964692671630681,0
51,36,9,2239.9166316396477,2,0,10.128341938715245,0
30,44,7,2680.3813906175237,1,1,11.28218094556225,0
63,13,4,4160.49973622313,2,0,9.492402066176336,0
57,49,7,2924.43715195188,1,1,10.207793651231773,0
60,42,7,3813.1770947456475,3,2,5.46485217435742,0
44,37,7,2908.7252633549924,2,1,19.08858348978088,0
68,60,7,2110.629283021728,5,0,12.437514861971023,0
40,49,9,4570.824783662624,2,0,22.012961286717996,0
63,67,9,3980.7562266476007,1,1,16.219653541163893,0
29,70,5,2223.9084944156966,3,0,9.466106269556455,0
32,59,13,4132.8569047457095,0,1,11.772786334726083,0
48,22,8,2602.4302546822287,1,0,15.812387194228872,0
49,14,7,5066.064241262404,0,0,4.900364670778041,0
60,22,11,6290.6180506855435,1,0,16.08169957230425,0
34,51,7,2573.0076210407906,0,0,18.675021631562956,0
67,62,11,3971.9358564828435,0,0,0.0,0
36,63,10,4406.861097052655,3,0,6.108624809247713,0
48,49,6,3237.9448805330417,5,1,19.636206168175974,0
71,49,13,1967.7060494387704,1,0,17.16071897921775,0
48,68,7,3657.850602368141,3,1,12.227558933604014,0
56,49,8,4651.296844603348,3,1,14.674855911399959,0
69,11,11,778.0456210680809,3,1,13.622141668431244,0
73,36,8,2986.6587948293227,1,0,24.675009301597886,0
46,26,8,5315.090588235961,1,0,3.576741952913414,0
41,46,16,5185.604278103765,1,0,22.32603606089564,0
29,46,11,1113.2739380485173,3,0,16.91375451426404,0
48,21,10,693.4312703618716,0,0,24.625242182383293,0
70,22,6,5464.019880566857,0,0,19.59105004217041,0
45,7,14,300.0,2,0,17.815733203104422,0
37,21,7,2123.6939199933067,1,0,13.70993296171924,0
24,59,8,4986.9767087807395,0,0,13.483818434131855,0
40,47,9,5810.880650519701,1,0,27.598447583599068,0
31,67,9,1602.0435131298411,0,0,2.673448975166636,0
73,66,10,3978.027884724932,1,0,7.722492395658434,0
48,61,6,5557.306667842524,2,0,21.83817600507274,0
25,13,7,2812.3881761363273,2,1,19.209316694349276,0
21,24,11,2609.799402957343,0,0,30.537214667380006,0
66,5,10,6516.889923490398,2,2,9.677046894222157,0
71,7,4,3202.567192819275,3,2,15.055641764919354,0
61,17,6,300.0,1,0,24.47728119398968,0
25,20,10,3745.174314951302,0,0,18.14774204608026,0
23,2,8,4480.237143869852,1,1,24.563757746761617,0
29,60,11,5425.068711912969,0,1,9.251483424271669,0
60,38,4,4772.4553580906,2,0,19.010619589873766,0
61,47,9,4228.367560536214,2,0,2.1704535329389767,0
65,47,9,1991.4590818660567,1,0,25.605595543172107,0
23,69,4,6298.1918777591745,0,1,16.798264368064764,0
26,11,7,3260.354987329692,0,0,19.261557158963868,0
69,25,5,4976.799914342153,2,0,10.693169829202262,0
70,22,8,5061.48525045717,3,1,17.42799287478422,0
59,40,2,4590.412818278128,0,0,24.91965820858743,0
24,38,7,2816.5496220108766,2,0,6.152634274969126,0
21,57,8,6056.601110775511,0,0,27.814319450930874,0
21,40,11,3683.7827232655686,2,0,17.998962923951858,0
57,17,4,4017.902324292248,0,0,8.931425154507055,0
66,41,6,4961.795003568647,3,1,9.753415408817531,0
54,69,7,3349.6824383030425,0,1,18.8694279017975,0
32,42,8,5404.1325105045735,2,0,10.269602850246603,0
61,43,13,4118.417242736392,1,1,21.978552813331476,0
21,13,11,2817.2213711111353,0,1,16.67508101806272,0
65,1,10,4498.466848802889,2,0,27.09947791807501,0
68,15,5,1714.3420014431,2,1,18.712326341757823,0
58,2,8,3807.227367180895,1,1,22.9961893638599,0
68,33,11,3109.6312786716326,3,0,15.919030560000483,0
51,63,4,4815.134561485056,2,0,3.6296004652885685,0
44,32,3,4874.900306620088,1,1,13.916037263605986,0
36,46,10,2424.231222515077,0,0,2.6394865935037917,0
70,61,8,2053.5589636578343,1,2,14.650680743114323,0
57,55,10,5998.640958824246,1,2,18.10275301831784,0
28,47,9,6468.554886519589,0,0,9.079969788133303,0
72,56,8,8185.575029509906,1,2,7.974354310872375,0
21,20,6,2801.2583206509735,2,0,24.711912886115066,0
51,30,9,2460.436137331977,3,0,0.9755041260903266,0
28,29,7,1657.4577524432523,2,0,26.404219560907702,0
55,57,7,3175.554234060238,3,0,20.05865459175885,0
41,30,4,769.2157998693015,1,2,1.4022568428181952,0
42,67,6,2709.1668489913727,0,0,0.0,0
56,14,8,3697.921101883405,0,2,5.973669213218114,0
61,13,10,503.5317389051861,2,1,8.770732309705936,0
39,51,9,3727.092062664924,1,0,13.723167696079646,0
74,55,5,5437.131885197755,1,1,11.49685551894136,0
46,49,8,4149.914180957626,5,0,19.871970519242623,0
27,22,3,4940.189761759531,2,1,7.622433790418987,0
18,1,11,2044.3002077576182,3,1,14.120945834476737,0
29,23,10,668.0219009495854,2,0,11.849213532891262,0
57,34,5,5455.421352538857,0,0,14.379323681437736,0
48,30,7,4048.0813673820853,3,2,18.428246941342927,0
37,66,11,3207.4487930926402,2,0,15.31877736312358,0
45,62,8,3434.4122049619214,2,0,20.70127224038691,0
65,56,6,1589.7014471005377,1,1,20.10923578463727,0
50,2,7,4067.1006911027766,3,0,3.274050410836784,0
21,10,9,4011.147148662297,0,1,18.476223463694414,0
20,31,4,3977.207554745817,2,1,9.565822676528224,0
45,45,7,2688.5285207333727,6,0,18.43844494011136,0
41,49,9,4238.997537214827,3,0,18.37201829284388,0
66,22,9,4067.777638865551,1,2,8.408040257182275,0
51,8,8,4016.1225570818287,1,0,15.99679692185829,0
61,24,7,3413.168357687354,2,0,14.397587256419461,0
51,57,7,3350.7990307868176,1,1,20.345276791817184,0
37,71,13,3002.4775282170185,0,0,18.445524788241027,0
55,67,11,3664.7832532769007,2,2,20.361806770613953,0
53,43,8,854.5079402188048,3,1,17.848687720979672,0
59,7,4,3553.7030398513266,1,1,0.0,0
28,69,11,3116.143946846415,0,0,20.647213772990444,0
54,11,9,6408.196677642718,0,1,16.9264164777204,0
34,20,7,1543.3098973724318,1,0,33.932078485264746,0
63,70,11,1141.3152920840848,0,1,20.400315684856345,0
63,36,5,2283.9541310019576,1,0,22.335533085026576,0
53,15,6,3969.7136754003077,0,1,22.315293003398047,1
71,36,7,3049.4803795540906,3,1,16.170806839250623,0
48,6,7,372.9611815173803,0,0,8.914601934834568,0
19,23,8,1138.2106448252325,0,1,16.883060295663686,0
52,68,6,5505.423745517643,2,1,18.41274796819564,0
62,22,6,7039.016935802109,2,1,11.940803683416528,0
23,64,9,4480.885826454131,2,2,0.0,0
23,39,8,3196.560339441756,2,1,7.565106315428348,0
33,47,12,3879.6824319656707,2,0,13.25923139300042,0
66,50,8,2101.9672968829045,1,1,32.71044403130671,0
48,40,6,5829.745806596304,2,0,11.21905235046744,0
73,3,4,6325.08194731902,1,0,35.53563893046207,0
67,66,7,2171.183059500083,2,2,15.396279277577607,0
49,34,7,4368.423636255709,2,1,12.883079683095268,0
56,47,3,2677.6604441493573,1,2,12.190491082011672,0
36,40,7,4517.05700487432,1,0,20.74752278415058,0
23,47,8,2938.1574190736637,0,0,9.82964081484026,1
40,26,6,2144.2014922804683,2,0,14.537075337377969,0
51,60,3,3919.9775375664976,1,1,5.963287941960797,0
28,16,13,1010.5868277949708,0,0,4.785078006534544,0
30,47,9,3447.9220320344652,1,3,20.28692523145731,0
18,42,10,3063.5694959981784,5,2,0.4903230191726031,0
59,36,7,4614.303264155276,1,2,9.98408512804102,0
69,2,5,3873.545626341242,2,0,18.407328254746567,0
65,28,2,3549.578898862206,1,0,10.624690491776782,0
39,4,10,5107.348085913901,0,0,11.134869366662079,0
51,36,5,4916.927250873652,4,1,25.576949358023146,0
72,49,7,5028.307162252608,3,0,22.055667653232433,0
51,38,7,1623.9535570590267,0,0,25.105930209680125,0
34,54,10,4703.745040937503,4,0,8.075789011762012,0
37,26,7,6265.015492505652,2,0,20.550370960548364,0
59,22,4,523.954611722248,3,0,14.611934240729953,0
43,32,7,1254.7052715129134,0,1,0.8867911407434264,0
65,17,3,6790.44684426275,1,0,8.805513007441213,0
67,57,8,4253.314611887798,2,2,32.98791578309356,0
20,58,16,2393.447155961584,6,0,9.726706743526751,0
59,30,10,1265.618204028936,2,0,23.510936672113218,0
39,57,11,2321.0452880018793,1,0,18.029500998728132,0
47,2,6,300.0,1,1,4.69417855805094,0
33,11,6,4089.5048192594395,3,0,28.74596751148926,0
38,21,9,5114.251570605991,3,2,18.614850036951044,0
36,28,7,5969.205049719309,0,2,12.763325464331524,0
20,17,8,300.0,3,0,26.088850123670127,0
62,37,7,4506.648800970258,2,0,2.8557670996941464,0
26,57,9,3636.1819211102543,4,0,11.962366286892232,0
39,33,10,4845.057368772201,0,0,22.770490771620793,0
29,32,4,300.0,1,0,20.102805550766618,0
27,5,12,3443.8480500799146,1,0,21.501978823732134,1
39,20,8,1537.6597098592779,3,1,19.973400679545186,0
70,58,10,1547.231399015205,2,0,15.667764473840322,0
71,58,7,6758.392156899277,2,0,7.143022325630363,0
39,8,8,6495.844080522421,1,0,8.844687010469087,0
46,2,6,3848.0852105231356,1,2,20.257122617251913,0
74,60,13,300.0,0,3,7.6604543700458825,0
31,13,9,2282.2500545548373,3,0,2.3419458329185137,0
71,41,8,6771.965511973,0,0,24.333190904284223,0
24,59,5,3142.9830435278045,0,0,41.92565979257783,0
30,56,14,1409.510626768535,0,0,12.239814733968146,0
37,40,7,3749.096839573029,0,0,6.643201437932271,0
20,27,11,3335.537848937783,0,0,28.609282506610782,0
64,55,6,1531.1215943538034,0,1,11.464751429253045,0
66,50,11,2323.277765425302,0,1,14.42485248528749,0
39,60,7,1015.742959189537,1,0,0.0,0
65,37,6,7893.751363193274,1,1,1.68013195792153,0
62,67,9,2001.8006223946088,1,0,17.030307177428167,0
63,55,8,2583.584106551244,1,0,10.549449086448277,0
63,5,6,2878.957107096804,1,0,6.565755979665296,0
50,21,9,4765.057413751118,0,0,18.504800747493647,0
24,57,7,300.0,0,1,12.767363499899538,0
70,9,9,3359.7438681964422,2,0,13.226992961507799,0
52,51,3,3745.400086119297,4,0,22.449514469540176,0
69,25,13,4290.5017952124535,1,0,13.632931458778197,0
72,15,12,3777.854341016526,2,0,7.201962862752713,0
28,39,8,1607.3976988698232,3,0,21.98868643219694,0
40,67,13,3306.066532947197,1,0,15.507155422611339,0
28,64,7,4462.5150127553325,0,0,9.874366101619724,0
20,29,8,3604.840766272646,2,1,21.20152446846445,0
73,1,13,3350.8410733318988,1,0,5.090570679969602,0
70,64,5,6068.947897987628,5,0,12.369222180488018,0
71,64,5,4967.9527393214175,1,0,12.267546295401099,0
68,43,10,2306.435263406318,0,3,28.929393336452115,0
54,45,8,2956.152410087177,1,1,26.541907442333134,0
47,38,10,4221.623868794963,0,0,12.041724756646238,0
74,1,5,1503.9439298515658,0,0,25.605580425687712,0
49,12,14,3504.8838660457322,1,1,14.269565895519154,0
54,11,5,4251.514716949028,3,0,20.489086851002156,0
30,65,7,1580.2406106745057,0,2,10.77743061872199,0
60,4,6,4996.108561652494,0,0,25.95588023571736,0
64,40,13,4990.880987965231,4,0,28.76159188392208,0
56,26,8,300.0,2,1,12.80333547033816,0
46,1,7,4364.89212262323,0,0,20.80700135842926,0
29,66,9,6212.4595436331365,1,0,31.453066148739552,0
19,2,5,3498.481898516431,2,0,26.40215273591642,1
53,61,5,1161.9227466478383,2,0,13.986003384851012,0
56,56,6,4595.173806294404,2,0,5.8961873176348085,0
62,57,12,2537.7245639595626,1,1,26.566428053872766,0
72,12,6,4493.915327235179,2,0,8.439497733211795,0
46,63,12,4708.000328763852,1,0,11.26565905812924,0
65,43,10,1375.8155240696497,1,0,14.819954827951198,1
58,29,12,3914.0853764901813,1,0,7.9453535221235425,0
33,49,13,1713.877577623747,2,1,30.149604516159627,0
66,25,8,1197.3249984949102,0,0,14.031086954916207,0
21,20,7,4854.694092538613,1,0,9.02270165120217,0
52,21,5,3679.533596691009,2,0,26.096494757821624,0
71,41,8,300.0,3,0,13.771234349768843,0
55,43,5,4669.583645097063,1,0,9.35149835541301,0
71,18,3,1381.8709530526116,4,0,11.141053124589513,0
21,18,7,3520.4437446637025,0,0,16.687645836590285,0
48,68,9,2750.4555865282377,0,0,22.921760175613137,0
62,37,10,5227.0509914026225,1,2,32.24775663984457,0
54,62,8,4426.305934927433,0,2,25.062527509164862,0
68,24,6,3963.5257776366993,2,0,17.166678096089427,0
44,21,10,4521.899502307698,3,0,24.79683251954362,0
56,21,7,3296.266117324637,0,0,23.000578380102084,0
41,38,9,5045.674892628567,2,1,16.010031532773265,0
67,56,4,4015.813774409725,2,0,9.185927402866682,0
24,36,13,5206.113475914415,1,0,12.600787339613829,0
32,21,4,6089.58207251042,2,0,16.953677016430387,0
23,69,10,5463.608472986692,1,1,18.365401854624995,0
58,41,3,3618.061358303593,0,0,19.229284736383924,0
31,28,14,6362.373420884996,1,1,0.0,0
36,1,3,2236.4372614778504,1,0,16.49360699257568,0
65,40,7,3387.4052334192775,2,1,24.46932430890989,0
38,45,8,4455.727317444064,2,4,23.1320079174305,0
26,66,7,3000.4698315035766,0,1,4.210446810744552,0
19,17,11,5099.276429020079,1,0,19.169623858587364,0
30,12,9,3551.7946386452386,1,0,18.546193109226703,0
70,71,3,520.1500177013786,2,0,14.367225768977306,0
49,40,7,1196.8529022216462,1,2,15.697178326994033,0
74,2,9,5146.051442887253,2,0,21.448068205608454,0
30,8,8,1766.3629336154593,1,0,1.3920284693136136,1
38,34,10,3587.4884269067916,2,0,18.91430211928379,0
27,44,8,2669.8151301180123,1,1,15.404797215706536,0
40,18,6,4370.398991320962,3,0,20.404297549996322,0
50,26,10,3419.8442727995307,0,2,12.517869012721814,0
64,53,12,1915.8745773336993,1,1,12.384267107337234,0
38,69,7,823.5771743443865,2,1,13.264314117223076,0
61,35,6,5008.568701029924,1,1,7.141290190205825,0
53,30,10,3125.1628191078203,4,0,11.81062675166853,0
34,26,7,920.9164073282341,0,2,15.613447240101227,1
69,10,11,3901.607576228217,0,0,16.89689110994429,0
42,4,15,4088.6612755650385,4,0,2.3145088479429745,0
26,60,10,2848.9900448197427,1,1,3.0829215577575546,0
72,3,8,3323.0208375534494,1,1,18.305237684903847,0
70,59,5,5373.119327954243,1,0,11.287720988196163,0
20,18,8,3605.4354283089965,1,0,19.518648395143547,0
69,50,4,814.2355011130212,0,0,8.54972033161835,0
72,68,5,3593.326311484441,2,1,30.54025387033643,0
65,54,6,5255.655703891787,2,0,20.96851036637473,0
32,52,6,1104.0973969417223,3,0,25.10580003836148,0
53,19,7,4786.11908281421,2,3,13.574883122418687,0
48,43,8,3345.847038889048,1,0,13.37723386479772,1
53,46,9,805.3415272437528,2,1,23.028234133723544,0
53,31,9,5115.8352090056605,3,0,7.53240350112614,0
54,3,9,2057.615250532694,0,0,17.370190539574498,0
47,65,7,3479.4021875502344,1,3,20.43706033364433,0
57,14,12,4042.7740992957033,2,0,3.178088254232547,0
48,70,4,3667.283201891656,3,2,13.160836278502789,0
18,67,8,2123.3840292396994,3,1,15.460679580718747,1
20,2,3,5629.425450388346,2,0,22.066350139505065,0
72,53,2,1912.5267342272966,1,1,5.764391439200352,0
69,46,13,2813.858899007111,2,0,11.662063258717334,0
51,17,6,5003.151884720349,4,2,17.349453932278863,0
27,58,11,3249.1148950364027,3,0,24.107360456677007,0
62,8,9,2815.605229806776,3,1,23.167253918078963,0
26,18,7,2878.7085427837114,0,2,22.700490605446284,0
39,68,9,300.0,0,1,21.441529470561395,0
36,53,10,5188.893813567049,0,0,11.654319065365017,0
18,8,8,1253.2116858937643,0,0,4.935282631754745,0
63,11,8,3403.549416299093,2,0,8.582242118452958,0
47,19,4,300.0,0,0,19.960822246944897,0
36,6,4,3603.0038692498038,3,1,1.9789902296765867,0
46,13,12,1089.0826716352421,1,0,29.78553178046446,0
18,41,7,332.42881044011483,2,0,0.4138054077912283,0
42,1,6,1638.183489572688,4,0,6.023627660795874,0
47,21,8,397.0690434503749,1,2,15.075310201288847,0
37,23,5,3116.008928576017,2,0,11.00424766406972,0
65,69,3,3450.267047708769,3,1,9.403530207103326,0
32,70,11,3148.193299274719,1,1,9.366258567008728,0
25,61,12,2138.071290963637,3,0,17.320813444590247,0
48,25,8,4869.595432475445,0,2,24.623787015838012,0
68,38,7,2899.7662271877316,0,3,6.936454278580404,0
39,36,7,5399.982343597703,1,1,13.021216882916324,0
20,62,7,300.0,0,0,9.425783603846014,0
73,53,12,3745.6946866011103,3,0,1.243398832594993,0
43,65,4,3709.3494479115757,1,0,4.482904261164363,0
27,40,11,1896.167027195524,2,0,7.443002482099524,0
53,66,11,5314.6937411420495,1,1,19.266299796087583,0
36,53,3,3231.5404933105506,0,2,3.262590330871431,0
71,53,6,3520.7670835736535,1,2,23.39152669471957,0
34,47,8,3979.2910043533007,1,0,21.804657167413026,0
49,24,5,6609.761053514487,2,0,9.879386941374761,0
48,44,6,2556.4190370275746,6,0,23.732619862873598,0
31,26,7,3588.967525867196,0,0,7.045898138445636,0
46,47,5,5421.331290175022,3,0,15.728492717740949,0
24,19,13,3043.0784687401374,4,1,16.46734410294821,0
54,57,8,5205.717559860947,3,0,33.53634087762299,0
61,41,11,3273.6303222337415,2,2,17.308205095498607,0
72,51,7,3926.004673832252,1,0,13.598235587308722,0
36,16,11,3001.045644356433,1,0,16.429967972309672,0
34,57,15,2728.6617924416696,0,0,15.423094124085562,0
49,57,9,3304.4768472028722,0,0,23.70504639382731,0
57,11,8,1826.6250760698888,1,0,8.359519372992006,0
74,25,7,1879.7587296732947,0,0,28.11635530015574,0
19,49,8,3030.998491678083,1,0,2.604318777284078,0
31,63,11,3362.1889296764934,2,2,24.01216552547458,0
32,53,4,4438.17985452854,0,0,27.75306035987723,0
32,34,6,2612.4835065214097,1,0,0.0,0
44,22,6,5965.659317731647,0,0,23.911665907616406,0
67,65,4,1149.8287265415888,1,0,13.543955686062596,0
19,63,8,1759.3108177367108,1,0,13.019222297151428,0
64,64,12,3985.4271521087535,1,0,16.672132269538437,0
53,22,6,5622.352163416073,0,1,13.83068556575827,0
53,31,15,2007.0807128443398,1,0,3.1394588795692204,0
56,18,10,6020.308066019072,5,0,18.47243396931832,0
24,68,8,4679.243894072259,1,0,15.150259537695634,0
60,62,9,4205.899122269847,4,1,21.785983089068957,0
32,13,8,4171.080052642803,0,0,18.651367949812997,0
47,18,12,4119.137568740467,1,0,15.519923893451352,0
56,40,8,2457.035784853667,0,2,17.197207724926887,0
52,30,12,2440.8151305331075,1,0,11.045416080236222,0
36,33,8,2436.912115093184,3,1,35.35837526768934,0
40,27,8,2489.879734964125,4,0,5.378372461969667,0
45,48,7,4514.296977877223,2,0,14.029237540934712,0
20,64,11,5535.849236619124,1,2,21.528057661149894,0
59,66,9,1493.09291133808,1,1,18.94443913083558,0
23,33,12,1714.8561319526339,3,1,4.259032517222661,0
44,59,5,5756.829637374816,2,0,5.230004010890607,0
55,50,6,3200.421162580067,2,0,8.010231651629793,0
22,14,8,4497.784546267685,0,1,3.453991883141951,0
74,57,12,2581.8120079040186,2,1,10.121046076803303,0
39,25,7,6739.024844392126,0,0,24.110043169291387,0
18,45,7,3512.123653805963,0,0,16.979917009304888,0
55,52,9,4762.7264848585555,2,0,31.74462841263362,0
49,68,5,4976.452094110298,1,1,7.967659866466326,0
54,68,4,410.6262403884293,3,3,4.285431646440266,1
60,57,10,300.0,2,0,12.337568067041293,1
45,36,7,2315.87301669966,0,0,5.450745011955577,0
65,29,10,3417.4264213795277,1,0,16.404503132425972,0
39,32,8,3347.7040725143356,0,1,24.422248387171052,0
49,68,8,5161.925203658538,1,2,14.428586775190293,0
27,15,8,1614.9423849902037,0,0,7.246214880185304,0
53,38,8,1477.8165521393196,1,1,10.48804765922267,0
32,49,9,1680.6360675391124,1,0,8.870814753918868,0
57,2,5,5360.227733957778,1,0,25.618886225174165,0
63,46,6,4719.161510191287,4,0,16.925217647456947,0
66,19,5,1029.1540271372687,3,2,25.421913245932153,0
70,20,4,4677.282665582326,3,1,3.49094620804893,0
24,45,13,2361.018367097062,3,1,35.56045111440174,0
25,1,9,850.3307535550325,0,0,24.207274668836455,0
70,12,8,3279.404224695449,0,0,23.765904257269355,0
39,33,12,3160.4548553703266,6,0,14.953189008511227,0
19,42,1,4745.5896791895475,0,0,23.023663803728674,0
34,8,11,3167.971056972566,2,0,4.110349556133894,0
65,26,10,5403.206393451697,1,0,17.77691065295188,0
38,22,8,5613.827025507008,2,0,16.11387752944392,0
22,38,14,2351.8028596997497,2,0,9.077343225133468,0
59,22,7,3029.7725131875427,2,0,13.630409781927533,0
29,1,5,5125.402062635044,3,1,10.700467884654627,0
38,38,4,3430.617158864218,1,2,1.297366445825002,0
